benchmark,matrix_size,num_threads,block_size,chunk_size,mflops
dmatdmatadd,16,10,4-2048,5,2211.76
dmatdmatadd,18,10,4-2048,5,2010.24
dmatdmatadd,20,10,4-2048,5,2295.94
dmatdmatadd,23,10,4-2048,5,2213.94
dmatdmatadd,26,10,4-2048,5,2186.62
dmatdmatadd,30,10,4-2048,5,2280.02
dmatdmatadd,34,10,4-2048,5,2324.95
dmatdmatadd,39,10,4-2048,5,1375.06
dmatdmatadd,45,10,4-2048,5,1488.08
dmatdmatadd,52,10,4-2048,5,1571.26
dmatdmatadd,60,10,4-2048,5,1473.28
dmatdmatadd,69,10,4-2048,5,1512.76
dmatdmatadd,79,10,4-2048,5,1586.29
dmatdmatadd,90,10,4-2048,5,1510.5
dmatdmatadd,103,10,4-2048,5,1449.24
dmatdmatadd,118,10,4-2048,5,1264.18
dmatdmatadd,135,10,4-2048,5,1139.31
dmatdmatadd,155,10,4-2048,5,1097.11
dmatdmatadd,176,10,4-2048,5,1063.23
dmatdmatadd,200,10,4-2048,5,1091.77
dmatdmatadd,230,10,4-2048,5,1166.33
dmatdmatadd,264,10,4-2048,5,1432.08
dmatdmatadd,300,10,4-2048,5,1733.01
dmatdmatadd,345,10,4-2048,5,2110.22
dmatdmatadd,396,10,4-2048,5,2456.25
dmatdmatadd,455,10,4-2048,5,2829.04
dmatdmatadd,523,10,4-2048,5,3226.25
dmatdmatadd,600,10,4-2048,5,3471.28
dmatdmatadd,690,10,4-2048,5,3891.58
dmatdmatadd,793,10,4-2048,5,3686.06
dmatdmatadd,912,10,4-2048,5,2971.48
dmatdmatadd,1048,10,4-2048,5,2167.79
dmatdmatadd,1200,10,4-2048,5,1222.18
dmatdmatadd,1380,10,4-2048,5,1031.17
dmatdmatadd,1587,10,4-2048,5,1130.69
dmatdmatadd,1825,10,4-2048,5,860.629
dmatdmatadd,2100,10,4-2048,5,868.528
dmatdmatadd,2415,10,4-2048,5,852.212
dmatdmatadd,2777,10,4-2048,5,947.145
dmatdmatadd,3193,10,4-2048,5,960.928
dmatdmatadd,3672,10,4-2048,5,960.904
dmatdmatadd,4222,10,4-2048,5,850.878
dmatdmatadd,4855,10,4-2048,5,956.882
dmatdmatadd,5583,10,4-2048,5,849.339
dmatdmatadd,6420,10,4-2048,5,969.574
dmatdmatadd,7000,10,4-2048,5,874.858
dmatdmatadd,1,10,4-2048,10,87.5295
dmatdmatadd,2,10,4-2048,10,288.323
dmatdmatadd,3,10,4-2048,10,547.165
dmatdmatadd,4,10,4-2048,10,840.059
dmatdmatadd,5,10,4-2048,10,709.192
dmatdmatadd,6,10,4-2048,10,1163.3
dmatdmatadd,7,10,4-2048,10,1423.56
dmatdmatadd,8,10,4-2048,10,1501.17
dmatdmatadd,9,10,4-2048,10,1496.44
dmatdmatadd,10,10,4-2048,10,1680.25
dmatdmatadd,11,10,4-2048,10,1873.85
dmatdmatadd,12,10,4-2048,10,2061.52
dmatdmatadd,13,10,4-2048,10,1926.78
dmatdmatadd,14,10,4-2048,10,2088.43
dmatdmatadd,16,10,4-2048,10,2036.66
dmatdmatadd,18,10,4-2048,10,1895.71
dmatdmatadd,20,10,4-2048,10,2138.36
dmatdmatadd,23,10,4-2048,10,2169.67
dmatdmatadd,26,10,4-2048,10,2161.39
dmatdmatadd,30,10,4-2048,10,2317.7
dmatdmatadd,34,10,4-2048,10,2296.5
dmatdmatadd,39,10,4-2048,10,1530.48
dmatdmatadd,45,10,4-2048,10,1522.82
dmatdmatadd,52,10,4-2048,10,1585.78
dmatdmatadd,60,10,4-2048,10,1493.2
dmatdmatadd,69,10,4-2048,10,1535.76
dmatdmatadd,79,10,4-2048,10,1657.19
dmatdmatadd,90,10,4-2048,10,1545.32
dmatdmatadd,103,10,4-2048,10,1456.06
dmatdmatadd,118,10,4-2048,10,1374.29
dmatdmatadd,135,10,4-2048,10,1119.65
dmatdmatadd,155,10,4-2048,10,1082.34
dmatdmatadd,176,10,4-2048,10,1063.75
dmatdmatadd,200,10,4-2048,10,1097.0
dmatdmatadd,230,10,4-2048,10,1269.66
dmatdmatadd,264,10,4-2048,10,1478.76
dmatdmatadd,300,10,4-2048,10,1749.55
dmatdmatadd,345,10,4-2048,10,2071.79
dmatdmatadd,396,10,4-2048,10,2383.05
dmatdmatadd,455,10,4-2048,10,2547.65
dmatdmatadd,523,10,4-2048,10,2900.54
dmatdmatadd,600,10,4-2048,10,3359.76
dmatdmatadd,690,10,4-2048,10,4110.21
dmatdmatadd,793,10,4-2048,10,3828.25
dmatdmatadd,912,10,4-2048,10,3239.45
dmatdmatadd,1048,10,4-2048,10,2293.33
dmatdmatadd,1200,10,4-2048,10,1591.52
dmatdmatadd,1380,10,4-2048,10,1330.19
dmatdmatadd,1587,10,4-2048,10,906.905
dmatdmatadd,1825,10,4-2048,10,1036.03
dmatdmatadd,2100,10,4-2048,10,1017.4
dmatdmatadd,2415,10,4-2048,10,969.74
dmatdmatadd,2777,10,4-2048,10,957.532
dmatdmatadd,3193,10,4-2048,10,959.34
dmatdmatadd,3672,10,4-2048,10,857.055
dmatdmatadd,4222,10,4-2048,10,951.389
dmatdmatadd,4855,10,4-2048,10,954.454
dmatdmatadd,5583,10,4-2048,10,854.707
dmatdmatadd,6420,10,4-2048,10,856.904
dmatdmatadd,7000,10,4-2048,10,978.459
dmatdmatadd,1,10,4-2048,15,87.5055
dmatdmatadd,2,10,4-2048,15,288.286
dmatdmatadd,3,10,4-2048,15,546.994
dmatdmatadd,4,10,4-2048,15,836.059
dmatdmatadd,5,10,4-2048,15,929.366
dmatdmatadd,6,10,4-2048,15,1173.41
dmatdmatadd,7,10,4-2048,15,1423.12
dmatdmatadd,8,10,4-2048,15,1201.89
dmatdmatadd,9,10,4-2048,15,1496.58
dmatdmatadd,10,10,4-2048,15,1687.12
dmatdmatadd,11,10,4-2048,15,1870.33
dmatdmatadd,12,10,4-2048,15,2025.01
dmatdmatadd,13,10,4-2048,15,1947.8
dmatdmatadd,14,10,4-2048,15,2109.98
dmatdmatadd,16,10,4-2048,15,2198.55
dmatdmatadd,18,10,4-2048,15,1940.3
dmatdmatadd,20,10,4-2048,15,2503.89
dmatdmatadd,23,10,4-2048,15,2200.1
dmatdmatadd,26,10,4-2048,15,2266.18
dmatdmatadd,30,10,4-2048,15,2280.9
dmatdmatadd,34,10,4-2048,15,2349.49
dmatdmatadd,39,10,4-2048,15,1512.04
dmatdmatadd,45,10,4-2048,15,1505.72
dmatdmatadd,52,10,4-2048,15,1594.32
dmatdmatadd,60,10,4-2048,15,1491.43
dmatdmatadd,69,10,4-2048,15,1526.38
dmatdmatadd,79,10,4-2048,15,1618.0
dmatdmatadd,90,10,4-2048,15,1519.13
dmatdmatadd,103,10,4-2048,15,1438.7
dmatdmatadd,118,10,4-2048,15,1300.79
dmatdmatadd,135,10,4-2048,15,1154.02
dmatdmatadd,155,10,4-2048,15,1077.59
dmatdmatadd,176,10,4-2048,15,1063.01
dmatdmatadd,200,10,4-2048,15,1070.34
dmatdmatadd,230,10,4-2048,15,1218.65
dmatdmatadd,264,10,4-2048,15,1435.72
dmatdmatadd,300,10,4-2048,15,1590.38
dmatdmatadd,345,10,4-2048,15,1828.71
dmatdmatadd,396,10,4-2048,15,2051.24
dmatdmatadd,455,10,4-2048,15,2365.46
dmatdmatadd,523,10,4-2048,15,2671.68
dmatdmatadd,600,10,4-2048,15,3015.19
dmatdmatadd,690,10,4-2048,15,3105.77
dmatdmatadd,793,10,4-2048,15,3296.96
dmatdmatadd,912,10,4-2048,15,2970.18
dmatdmatadd,1048,10,4-2048,15,1879.6
dmatdmatadd,1200,10,4-2048,15,1223.3
dmatdmatadd,1380,10,4-2048,15,1231.58
dmatdmatadd,1587,10,4-2048,15,1086.35
dmatdmatadd,1825,10,4-2048,15,915.148
dmatdmatadd,2100,10,4-2048,15,1003.65
dmatdmatadd,2415,10,4-2048,15,837.314
dmatdmatadd,2777,10,4-2048,15,855.865
dmatdmatadd,3193,10,4-2048,15,954.861
dmatdmatadd,3672,10,4-2048,15,967.043
dmatdmatadd,4222,10,4-2048,15,848.551
dmatdmatadd,4855,10,4-2048,15,840.278
dmatdmatadd,5583,10,4-2048,15,856.783
dmatdmatadd,6420,10,4-2048,15,966.247
dmatdmatadd,7000,10,4-2048,15,981.707
dmatdmatadd,1,10,4-2048,20,87.4796
dmatdmatadd,2,10,4-2048,20,288.499
dmatdmatadd,3,10,4-2048,20,548.592
dmatdmatadd,4,10,4-2048,20,839.838
dmatdmatadd,5,10,4-2048,20,926.959
dmatdmatadd,6,10,4-2048,20,1174.39
dmatdmatadd,7,10,4-2048,20,1356.27
dmatdmatadd,8,10,4-2048,20,1663.1
dmatdmatadd,9,10,4-2048,20,1492.78
dmatdmatadd,10,10,4-2048,20,1685.72
dmatdmatadd,11,10,4-2048,20,1875.4
dmatdmatadd,12,10,4-2048,20,2022.1
dmatdmatadd,13,10,4-2048,20,1514.9
dmatdmatadd,14,10,4-2048,20,1896.59
dmatdmatadd,16,10,4-2048,20,2050.62
dmatdmatadd,18,10,4-2048,20,1911.5
dmatdmatadd,20,10,4-2048,20,2128.01
dmatdmatadd,23,10,4-2048,20,2208.96
dmatdmatadd,26,10,4-2048,20,2158.34
dmatdmatadd,30,10,4-2048,20,2360.91
dmatdmatadd,34,10,4-2048,20,2345.24
dmatdmatadd,39,10,4-2048,20,1373.55
dmatdmatadd,45,10,4-2048,20,1507.04
dmatdmatadd,52,10,4-2048,20,1585.82
dmatdmatadd,60,10,4-2048,20,1472.97
dmatdmatadd,69,10,4-2048,20,1511.51
dmatdmatadd,79,10,4-2048,20,1640.01
dmatdmatadd,90,10,4-2048,20,1571.78
dmatdmatadd,103,10,4-2048,20,1521.38
dmatdmatadd,118,10,4-2048,20,1400.54
dmatdmatadd,135,10,4-2048,20,1108.68
dmatdmatadd,155,10,4-2048,20,1076.57
dmatdmatadd,176,10,4-2048,20,1064.6
dmatdmatadd,200,10,4-2048,20,1018.31
dmatdmatadd,230,10,4-2048,20,1177.34
dmatdmatadd,264,10,4-2048,20,1373.44
dmatdmatadd,300,10,4-2048,20,1550.77
dmatdmatadd,345,10,4-2048,20,1689.19
dmatdmatadd,396,10,4-2048,20,1908.98
dmatdmatadd,455,10,4-2048,20,2163.55
dmatdmatadd,523,10,4-2048,20,2367.82
dmatdmatadd,600,10,4-2048,20,2622.6
dmatdmatadd,690,10,4-2048,20,3039.14
dmatdmatadd,793,10,4-2048,20,3131.7
dmatdmatadd,912,10,4-2048,20,2648.06
dmatdmatadd,1048,10,4-2048,20,1546.13
dmatdmatadd,1200,10,4-2048,20,1107.5
dmatdmatadd,1380,10,4-2048,20,1339.14
dmatdmatadd,1587,10,4-2048,20,1104.79
dmatdmatadd,1825,10,4-2048,20,1001.45
dmatdmatadd,2100,10,4-2048,20,869.147
dmatdmatadd,2415,10,4-2048,20,846.467
dmatdmatadd,2777,10,4-2048,20,940.806
dmatdmatadd,3193,10,4-2048,20,845.743
dmatdmatadd,3672,10,4-2048,20,974.31
dmatdmatadd,4222,10,4-2048,20,843.318
dmatdmatadd,4855,10,4-2048,20,953.541
dmatdmatadd,5583,10,4-2048,20,853.941
dmatdmatadd,6420,10,4-2048,20,849.505
dmatdmatadd,7000,10,4-2048,20,866.426
dmatdmatadd,1,10,4-4096,1,87.5228
dmatdmatadd,2,10,4-4096,1,288.515
dmatdmatadd,3,10,4-4096,1,547.386
dmatdmatadd,4,10,4-4096,1,839.646
dmatdmatadd,5,10,4-4096,1,930.347
dmatdmatadd,6,10,4-4096,1,1174.97
dmatdmatadd,7,10,4-4096,1,1423.64
dmatdmatadd,8,10,4-4096,1,1303.05
dmatdmatadd,9,10,4-4096,1,1496.57
dmatdmatadd,10,10,4-4096,1,1685.02
dmatdmatadd,11,10,4-4096,1,1865.27
dmatdmatadd,12,10,4-4096,1,2051.88
dmatdmatadd,13,10,4-4096,1,1924.6
dmatdmatadd,14,10,4-4096,1,2086.83
dmatdmatadd,16,10,4-4096,1,1826.17
dmatdmatadd,18,10,4-4096,1,1911.46
dmatdmatadd,20,10,4-4096,1,2142.62
dmatdmatadd,23,10,4-4096,1,2297.99
dmatdmatadd,26,10,4-4096,1,2148.26
dmatdmatadd,30,10,4-4096,1,2365.1
dmatdmatadd,34,10,4-4096,1,2329.13
dmatdmatadd,39,10,4-4096,1,1480.5
dmatdmatadd,45,10,4-4096,1,1506.81
dmatdmatadd,52,10,4-4096,1,1585.19
dmatdmatadd,60,10,4-4096,1,1470.69
dmatdmatadd,69,10,4-4096,1,1530.08
dmatdmatadd,79,10,4-4096,1,1606.0
dmatdmatadd,90,10,4-4096,1,1460.78
dmatdmatadd,103,10,4-4096,1,1459.71
dmatdmatadd,118,10,4-4096,1,1358.41
dmatdmatadd,135,10,4-4096,1,1168.07
dmatdmatadd,155,10,4-4096,1,1077.19
dmatdmatadd,176,10,4-4096,1,1068.09
dmatdmatadd,200,10,4-4096,1,781.896
dmatdmatadd,230,10,4-4096,1,969.987
dmatdmatadd,264,10,4-4096,1,1205.18
dmatdmatadd,300,10,4-4096,1,1352.35
dmatdmatadd,345,10,4-4096,1,1911.86
dmatdmatadd,396,10,4-4096,1,2228.15
dmatdmatadd,455,10,4-4096,1,2484.22
dmatdmatadd,523,10,4-4096,1,3026.26
dmatdmatadd,600,10,4-4096,1,3300.51
dmatdmatadd,690,10,4-4096,1,3903.28
dmatdmatadd,793,10,4-4096,1,3602.2
dmatdmatadd,912,10,4-4096,1,3086.71
dmatdmatadd,1048,10,4-4096,1,2171.55
dmatdmatadd,1200,10,4-4096,1,1593.52
dmatdmatadd,1380,10,4-4096,1,1289.15
dmatdmatadd,1587,10,4-4096,1,909.63
dmatdmatadd,1825,10,4-4096,1,1051.72
dmatdmatadd,2100,10,4-4096,1,1020.47
dmatdmatadd,2415,10,4-4096,1,952.127
dmatdmatadd,2777,10,4-4096,1,963.11
dmatdmatadd,3193,10,4-4096,1,950.145
dmatdmatadd,3672,10,4-4096,1,981.118
dmatdmatadd,4222,10,4-4096,1,836.807
dmatdmatadd,4855,10,4-4096,1,950.75
dmatdmatadd,5583,10,4-4096,1,867.262
dmatdmatadd,6420,10,4-4096,1,968.168
dmatdmatadd,7000,10,4-4096,1,856.496
dmatdmatadd,1,10,4-4096,5,87.5319
dmatdmatadd,2,10,4-4096,5,287.44
dmatdmatadd,3,10,4-4096,5,547.132
dmatdmatadd,4,10,4-4096,5,839.382
dmatdmatadd,5,10,4-4096,5,930.044
dmatdmatadd,6,10,4-4096,5,708.78
dmatdmatadd,7,10,4-4096,5,1423.41
dmatdmatadd,8,10,4-4096,5,1664.26
dmatdmatadd,9,10,4-4096,5,1312.5
dmatdmatadd,10,10,4-4096,5,1695.49
dmatdmatadd,11,10,4-4096,5,1876.84
dmatdmatadd,12,10,4-4096,5,1652.99
dmatdmatadd,13,10,4-4096,5,1926.32
dmatdmatadd,14,10,4-4096,5,2087.46
dmatdmatadd,16,10,4-4096,5,2071.82
dmatdmatadd,18,10,4-4096,5,1888.87
dmatdmatadd,20,10,4-4096,5,2116.7
dmatdmatadd,23,10,4-4096,5,2280.61
dmatdmatadd,26,10,4-4096,5,2160.36
dmatdmatadd,30,10,4-4096,5,2328.74
dmatdmatadd,34,10,4-4096,5,2314.55
dmatdmatadd,39,10,4-4096,5,1472.07
dmatdmatadd,45,10,4-4096,5,1507.17
dmatdmatadd,52,10,4-4096,5,1578.28
dmatdmatadd,60,10,4-4096,5,1472.53
dmatdmatadd,69,10,4-4096,5,1527.38
dmatdmatadd,79,10,4-4096,5,1637.38
dmatdmatadd,90,10,4-4096,5,1540.51
dmatdmatadd,103,10,4-4096,5,1532.36
dmatdmatadd,118,10,4-4096,5,1397.1
dmatdmatadd,135,10,4-4096,5,1130.27
dmatdmatadd,155,10,4-4096,5,1076.62
dmatdmatadd,176,10,4-4096,5,1067.83
dmatdmatadd,200,10,4-4096,5,1092.25
dmatdmatadd,230,10,4-4096,5,1206.22
dmatdmatadd,264,10,4-4096,5,1409.73
dmatdmatadd,300,10,4-4096,5,1720.57
dmatdmatadd,345,10,4-4096,5,2092.57
dmatdmatadd,396,10,4-4096,5,2429.51
dmatdmatadd,455,10,4-4096,5,2791.6
dmatdmatadd,523,10,4-4096,5,3167.15
dmatdmatadd,600,10,4-4096,5,3431.24
dmatdmatadd,690,10,4-4096,5,3905.48
dmatdmatadd,793,10,4-4096,5,3582.83
dmatdmatadd,912,10,4-4096,5,2816.45
dmatdmatadd,1048,10,4-4096,5,1743.57
dmatdmatadd,1200,10,4-4096,5,1343.09
dmatdmatadd,1380,10,4-4096,5,1297.59
dmatdmatadd,1587,10,4-4096,5,1117.05
dmatdmatadd,1825,10,4-4096,5,878.103
dmatdmatadd,2100,10,4-4096,5,1029.05
dmatdmatadd,2415,10,4-4096,5,967.55
dmatdmatadd,2777,10,4-4096,5,865.135
dmatdmatadd,3193,10,4-4096,5,846.929
dmatdmatadd,3672,10,4-4096,5,865.38
dmatdmatadd,4222,10,4-4096,5,851.702
dmatdmatadd,4855,10,4-4096,5,859.509
dmatdmatadd,5583,10,4-4096,5,856.307
dmatdmatadd,6420,10,4-4096,5,968.424
dmatdmatadd,7000,10,4-4096,5,970.323
dmatdmatadd,1,10,4-4096,10,87.2186
dmatdmatadd,2,10,4-4096,10,288.724
dmatdmatadd,3,10,4-4096,10,548.807
dmatdmatadd,4,10,4-4096,10,839.793
dmatdmatadd,5,10,4-4096,10,651.024
dmatdmatadd,6,10,4-4096,10,1169.12
dmatdmatadd,7,10,4-4096,10,1423.26
dmatdmatadd,8,10,4-4096,10,1161.09
dmatdmatadd,9,10,4-4096,10,1495.98
dmatdmatadd,10,10,4-4096,10,1686.99
dmatdmatadd,11,10,4-4096,10,1866.18
dmatdmatadd,12,10,4-4096,10,2061.55
dmatdmatadd,13,10,4-4096,10,1528.3
dmatdmatadd,14,10,4-4096,10,1699.41
dmatdmatadd,16,10,4-4096,10,1744.26
dmatdmatadd,18,10,4-4096,10,1934.72
dmatdmatadd,20,10,4-4096,10,2152.47
dmatdmatadd,23,10,4-4096,10,2333.71
dmatdmatadd,26,10,4-4096,10,2200.42
dmatdmatadd,30,10,4-4096,10,2253.42
dmatdmatadd,34,10,4-4096,10,2290.92
dmatdmatadd,39,10,4-4096,10,1418.51
dmatdmatadd,45,10,4-4096,10,1509.98
dmatdmatadd,52,10,4-4096,10,1585.97
dmatdmatadd,60,10,4-4096,10,1490.6
dmatdmatadd,69,10,4-4096,10,1526.38
dmatdmatadd,79,10,4-4096,10,1639.91
dmatdmatadd,90,10,4-4096,10,1520.79
dmatdmatadd,103,10,4-4096,10,1426.97
dmatdmatadd,118,10,4-4096,10,1329.32
dmatdmatadd,135,10,4-4096,10,1139.81
dmatdmatadd,155,10,4-4096,10,1106.15
dmatdmatadd,176,10,4-4096,10,1064.72
dmatdmatadd,200,10,4-4096,10,1089.35
dmatdmatadd,230,10,4-4096,10,1287.76
dmatdmatadd,264,10,4-4096,10,1489.59
dmatdmatadd,300,10,4-4096,10,1748.61
dmatdmatadd,345,10,4-4096,10,2142.1
dmatdmatadd,396,10,4-4096,10,2381.2
dmatdmatadd,455,10,4-4096,10,2552.02
dmatdmatadd,523,10,4-4096,10,2956.7
dmatdmatadd,600,10,4-4096,10,3396.25
dmatdmatadd,690,10,4-4096,10,4042.07
dmatdmatadd,793,10,4-4096,10,3738.93
dmatdmatadd,912,10,4-4096,10,3104.6
dmatdmatadd,1048,10,4-4096,10,2242.62
dmatdmatadd,1200,10,4-4096,10,1605.71
dmatdmatadd,1380,10,4-4096,10,1357.43
dmatdmatadd,1587,10,4-4096,10,909.684
dmatdmatadd,1825,10,4-4096,10,1033.11
dmatdmatadd,2100,10,4-4096,10,1009.32
dmatdmatadd,2415,10,4-4096,10,855.997
dmatdmatadd,2777,10,4-4096,10,845.575
dmatdmatadd,3193,10,4-4096,10,962.932
dmatdmatadd,3672,10,4-4096,10,961.22
dmatdmatadd,4222,10,4-4096,10,954.037
dmatdmatadd,4855,10,4-4096,10,955.53
dmatdmatadd,5583,10,4-4096,10,961.085
dmatdmatadd,6420,10,4-4096,10,966.856
dmatdmatadd,7000,10,4-4096,10,978.557
dmatdmatadd,1,10,4-4096,15,87.236
dmatdmatadd,2,10,4-4096,15,288.306
dmatdmatadd,3,10,4-4096,15,546.679
dmatdmatadd,4,10,4-4096,15,840.434
dmatdmatadd,5,10,4-4096,15,895.845
dmatdmatadd,6,10,4-4096,15,1178.11
dmatdmatadd,7,10,4-4096,15,1407.18
dmatdmatadd,8,10,4-4096,15,1657.64
dmatdmatadd,9,10,4-4096,15,1062.84
dmatdmatadd,10,10,4-4096,15,1684.73
dmatdmatadd,11,10,4-4096,15,1868.52
dmatdmatadd,12,10,4-4096,15,1625.09
dmatdmatadd,13,10,4-4096,15,1934.42
dmatdmatadd,14,10,4-4096,15,2096.54
dmatdmatadd,16,10,4-4096,15,2238.92
dmatdmatadd,18,10,4-4096,15,2322.19
dmatdmatadd,20,10,4-4096,15,2112.48
dmatdmatadd,23,10,4-4096,15,2318.59
dmatdmatadd,26,10,4-4096,15,2173.2
dmatdmatadd,30,10,4-4096,15,2367.89
dmatdmatadd,34,10,4-4096,15,2334.81
dmatdmatadd,39,10,4-4096,15,1483.98
dmatdmatadd,45,10,4-4096,15,1515.0
dmatdmatadd,52,10,4-4096,15,1577.9
dmatdmatadd,60,10,4-4096,15,1448.47
dmatdmatadd,69,10,4-4096,15,1505.21
dmatdmatadd,79,10,4-4096,15,1578.76
dmatdmatadd,90,10,4-4096,15,1502.4
dmatdmatadd,103,10,4-4096,15,1472.83
dmatdmatadd,118,10,4-4096,15,1307.19
dmatdmatadd,135,10,4-4096,15,1092.82
dmatdmatadd,155,10,4-4096,15,1061.96
dmatdmatadd,176,10,4-4096,15,1056.65
dmatdmatadd,200,10,4-4096,15,1091.27
dmatdmatadd,230,10,4-4096,15,1258.64
dmatdmatadd,264,10,4-4096,15,1436.84
dmatdmatadd,300,10,4-4096,15,1602.12
dmatdmatadd,345,10,4-4096,15,1806.38
dmatdmatadd,396,10,4-4096,15,2051.79
dmatdmatadd,455,10,4-4096,15,2335.24
dmatdmatadd,523,10,4-4096,15,2676.56
dmatdmatadd,600,10,4-4096,15,3013.46
dmatdmatadd,690,10,4-4096,15,3207.52
dmatdmatadd,793,10,4-4096,15,3295.91
dmatdmatadd,912,10,4-4096,15,3212.81
dmatdmatadd,1048,10,4-4096,15,2368.93
dmatdmatadd,1200,10,4-4096,15,1560.68
dmatdmatadd,1380,10,4-4096,15,1039.82
dmatdmatadd,1587,10,4-4096,15,1131.06
dmatdmatadd,1825,10,4-4096,15,832.559
dmatdmatadd,2100,10,4-4096,15,916.793
dmatdmatadd,2415,10,4-4096,15,973.568
dmatdmatadd,2777,10,4-4096,15,954.957
dmatdmatadd,3193,10,4-4096,15,959.814
dmatdmatadd,3672,10,4-4096,15,965.157
dmatdmatadd,4222,10,4-4096,15,955.528
dmatdmatadd,4855,10,4-4096,15,957.37
dmatdmatadd,5583,10,4-4096,15,961.594
dmatdmatadd,6420,10,4-4096,15,861.184
dmatdmatadd,7000,10,4-4096,15,873.571
dmatdmatadd,1,10,4-4096,20,87.2934
dmatdmatadd,2,10,4-4096,20,288.187
dmatdmatadd,3,10,4-4096,20,546.376
dmatdmatadd,4,10,4-4096,20,838.486
dmatdmatadd,5,10,4-4096,20,886.85
dmatdmatadd,6,10,4-4096,20,1173.54
dmatdmatadd,7,10,4-4096,20,1413.67
dmatdmatadd,8,10,4-4096,20,1640.04
dmatdmatadd,9,10,4-4096,20,1490.94
dmatdmatadd,10,10,4-4096,20,1676.73
dmatdmatadd,11,10,4-4096,20,1847.03
dmatdmatadd,12,10,4-4096,20,1575.38
dmatdmatadd,13,10,4-4096,20,1922.89
dmatdmatadd,14,10,4-4096,20,2085.99
dmatdmatadd,16,10,4-4096,20,2050.4
dmatdmatadd,18,10,4-4096,20,1886.83
dmatdmatadd,20,10,4-4096,20,2136.13
dmatdmatadd,23,10,4-4096,20,2212.57
dmatdmatadd,26,10,4-4096,20,2187.2
dmatdmatadd,30,10,4-4096,20,2375.08
dmatdmatadd,34,10,4-4096,20,2368.2
dmatdmatadd,39,10,4-4096,20,1474.85
dmatdmatadd,45,10,4-4096,20,1513.17
dmatdmatadd,52,10,4-4096,20,1573.45
dmatdmatadd,60,10,4-4096,20,1474.97
dmatdmatadd,69,10,4-4096,20,1500.55
dmatdmatadd,79,10,4-4096,20,1605.82
dmatdmatadd,90,10,4-4096,20,1526.58
dmatdmatadd,103,10,4-4096,20,1526.88
dmatdmatadd,118,10,4-4096,20,1370.52
dmatdmatadd,135,10,4-4096,20,1099.52
dmatdmatadd,155,10,4-4096,20,1061.6
dmatdmatadd,176,10,4-4096,20,1054.89
dmatdmatadd,200,10,4-4096,20,1054.1
dmatdmatadd,230,10,4-4096,20,1207.22
dmatdmatadd,264,10,4-4096,20,1353.3
dmatdmatadd,300,10,4-4096,20,1552.33
dmatdmatadd,345,10,4-4096,20,1694.74
dmatdmatadd,396,10,4-4096,20,1900.65
dmatdmatadd,455,10,4-4096,20,2140.62
dmatdmatadd,523,10,4-4096,20,2331.4
dmatdmatadd,600,10,4-4096,20,2588.43
dmatdmatadd,690,10,4-4096,20,2963.12
dmatdmatadd,793,10,4-4096,20,2964.22
dmatdmatadd,912,10,4-4096,20,2707.04
dmatdmatadd,1048,10,4-4096,20,1605.65
dmatdmatadd,1200,10,4-4096,20,1122.52
dmatdmatadd,1380,10,4-4096,20,1310.83
dmatdmatadd,1587,10,4-4096,20,843.744
dmatdmatadd,1825,10,4-4096,20,1046.43
dmatdmatadd,2100,10,4-4096,20,908.394
dmatdmatadd,2415,10,4-4096,20,958.243
dmatdmatadd,2777,10,4-4096,20,870.961
dmatdmatadd,3193,10,4-4096,20,834.584
dmatdmatadd,3672,10,4-4096,20,870.297
dmatdmatadd,4222,10,4-4096,20,873.511
dmatdmatadd,4855,10,4-4096,20,857.25
dmatdmatadd,5583,10,4-4096,20,855.555
dmatdmatadd,6420,10,4-4096,20,862.803
dmatdmatadd,7000,10,4-4096,20,882.257
dmatdmatadd,1,10,4-512,1,87.5485
dmatdmatadd,2,10,4-512,1,288.898
dmatdmatadd,3,10,4-512,1,546.815
dmatdmatadd,4,10,4-512,1,836.157
dmatdmatadd,5,10,4-512,1,930.193
dmatdmatadd,6,10,4-512,1,1175.91
dmatdmatadd,7,10,4-512,1,1423.59
dmatdmatadd,8,10,4-512,1,1665.91
dmatdmatadd,9,10,4-512,1,1498.89
dmatdmatadd,10,10,4-512,1,1690.64
dmatdmatadd,11,10,4-512,1,1871.57
dmatdmatadd,12,10,4-512,1,2069.6
dmatdmatadd,13,10,4-512,1,1553.52
dmatdmatadd,14,10,4-512,1,2087.76
dmatdmatadd,16,10,4-512,1,2051.08
dmatdmatadd,18,10,4-512,1,1898.65
dmatdmatadd,20,10,4-512,1,2134.08
dmatdmatadd,23,10,4-512,1,2332.03
dmatdmatadd,26,10,4-512,1,2171.96
dmatdmatadd,30,10,4-512,1,2387.35
dmatdmatadd,34,10,4-512,1,2344.25
dmatdmatadd,39,10,4-512,1,1478.2
dmatdmatadd,45,10,4-512,1,1512.52
dmatdmatadd,52,10,4-512,1,1573.91
dmatdmatadd,60,10,4-512,1,1476.45
dmatdmatadd,69,10,4-512,1,1537.32
dmatdmatadd,79,10,4-512,1,1636.11
dmatdmatadd,90,10,4-512,1,1563.06
dmatdmatadd,103,10,4-512,1,1458.32
dmatdmatadd,118,10,4-512,1,1302.42
dmatdmatadd,135,10,4-512,1,1135.92
dmatdmatadd,155,10,4-512,1,1076.42
dmatdmatadd,176,10,4-512,1,1068.05
dmatdmatadd,200,10,4-512,1,764.384
