benchmark,matrix_size,num_threads,block_size,chunk_size,mflops
dmatdmatadd,135,1,1-128,20,1122.08
dmatdmatadd,155,1,1-128,20,1082.22
dmatdmatadd,176,1,1-128,20,1066.74
dmatdmatadd,200,1,1-128,20,569.888
dmatdmatadd,230,1,1-128,20,629.808
dmatdmatadd,264,1,1-128,20,629.767
dmatdmatadd,300,1,1-128,20,691.287
dmatdmatadd,345,1,1-128,20,726.204
dmatdmatadd,396,1,1-128,20,748.437
dmatdmatadd,455,1,1-128,20,795.462
dmatdmatadd,523,1,1-128,20,793.043
dmatdmatadd,600,1,1-128,20,838.986
dmatdmatadd,690,1,1-128,20,819.886
dmatdmatadd,793,1,1-128,20,758.697
dmatdmatadd,912,1,1-128,20,625.566
dmatdmatadd,1048,1,1-128,20,503.257
dmatdmatadd,1200,1,1-128,20,458.052
dmatdmatadd,1380,1,1-128,20,443.759
dmatdmatadd,1587,1,1-128,20,455.198
dmatdmatadd,1825,1,1-128,20,414.569
dmatdmatadd,2100,1,1-128,20,415.581
dmatdmatadd,2415,1,1-128,20,420.525
dmatdmatadd,2777,1,1-128,20,417.583
dmatdmatadd,3193,1,1-128,20,419.821
dmatdmatadd,3672,1,1-128,20,422.705
dmatdmatadd,4222,1,1-128,20,404.383
dmatdmatadd,4855,1,1-128,20,424.368
dmatdmatadd,5583,1,1-128,20,425.99
dmatdmatadd,6420,1,1-128,20,422.637
dmatdmatadd,7000,1,1-128,20,425.092
dmatdmatadd,1,1,1-2048,1,87.6759
dmatdmatadd,2,1,1-2048,1,284.548
dmatdmatadd,3,1,1-2048,1,545.089
dmatdmatadd,4,1,1-2048,1,841.788
dmatdmatadd,5,1,1-2048,1,933.86
dmatdmatadd,6,1,1-2048,1,1173.14
dmatdmatadd,7,1,1-2048,1,1413.77
dmatdmatadd,8,1,1-2048,1,1662.69
dmatdmatadd,9,1,1-2048,1,1497.24
dmatdmatadd,10,1,1-2048,1,1684.1
dmatdmatadd,11,1,1-2048,1,1874.61
dmatdmatadd,12,1,1-2048,1,2061.7
dmatdmatadd,13,1,1-2048,1,1552.96
dmatdmatadd,14,1,1-2048,1,1664.4
dmatdmatadd,16,1,1-2048,1,2198.19
dmatdmatadd,18,1,1-2048,1,1910.65
dmatdmatadd,20,1,1-2048,1,2138.56
dmatdmatadd,23,1,1-2048,1,2340.96
dmatdmatadd,26,1,1-2048,1,2116.84
dmatdmatadd,30,1,1-2048,1,2335.13
dmatdmatadd,34,1,1-2048,1,2317.29
dmatdmatadd,39,1,1-2048,1,1378.57
dmatdmatadd,45,1,1-2048,1,1498.9
dmatdmatadd,52,1,1-2048,1,1586.52
dmatdmatadd,60,1,1-2048,1,1475.9
dmatdmatadd,69,1,1-2048,1,1456.59
dmatdmatadd,79,1,1-2048,1,1514.3
dmatdmatadd,90,1,1-2048,1,1447.89
dmatdmatadd,103,1,1-2048,1,1427.07
dmatdmatadd,118,1,1-2048,1,1331.07
dmatdmatadd,135,1,1-2048,1,1134.9
dmatdmatadd,155,1,1-2048,1,1077.75
dmatdmatadd,176,1,1-2048,1,1066.99
dmatdmatadd,200,1,1-2048,1,621.179
dmatdmatadd,230,1,1-2048,1,678.861
dmatdmatadd,264,1,1-2048,1,735.487
dmatdmatadd,300,1,1-2048,1,783.39
dmatdmatadd,345,1,1-2048,1,823.04
dmatdmatadd,396,1,1-2048,1,877.732
dmatdmatadd,455,1,1-2048,1,909.441
dmatdmatadd,523,1,1-2048,1,939.583
dmatdmatadd,600,1,1-2048,1,958.518
dmatdmatadd,690,1,1-2048,1,953.388
dmatdmatadd,793,1,1-2048,1,892.365
dmatdmatadd,912,1,1-2048,1,717.86
dmatdmatadd,1048,1,1-2048,1,548.934
dmatdmatadd,1200,1,1-2048,1,484.526
dmatdmatadd,1380,1,1-2048,1,473.876
dmatdmatadd,1587,1,1-2048,1,485.315
dmatdmatadd,1825,1,1-2048,1,494.891
dmatdmatadd,2100,1,1-2048,1,494.58
dmatdmatadd,2415,1,1-2048,1,494.458
dmatdmatadd,2777,1,1-2048,1,496.555
dmatdmatadd,3193,1,1-2048,1,499.72
dmatdmatadd,3672,1,1-2048,1,502.388
dmatdmatadd,4222,1,1-2048,1,497.429
dmatdmatadd,4855,1,1-2048,1,503.607
dmatdmatadd,5583,1,1-2048,1,505.224
dmatdmatadd,6420,1,1-2048,1,504.215
dmatdmatadd,7000,1,1-2048,1,503.809
dmatdmatadd,1,1,1-2048,5,87.6754
dmatdmatadd,2,1,1-2048,5,283.032
dmatdmatadd,3,1,1-2048,5,543.193
dmatdmatadd,4,1,1-2048,5,843.428
dmatdmatadd,5,1,1-2048,5,933.81
dmatdmatadd,6,1,1-2048,5,1173.08
dmatdmatadd,7,1,1-2048,5,1414.06
dmatdmatadd,8,1,1-2048,5,1662.84
dmatdmatadd,9,1,1-2048,5,1497.39
dmatdmatadd,10,1,1-2048,5,1685.51
dmatdmatadd,11,1,1-2048,5,1875.46
dmatdmatadd,12,1,1-2048,5,2061.7
dmatdmatadd,13,1,1-2048,5,1552.92
dmatdmatadd,14,1,1-2048,5,1664.39
dmatdmatadd,16,1,1-2048,5,2198.23
dmatdmatadd,18,1,1-2048,5,1910.53
dmatdmatadd,20,1,1-2048,5,2137.88
dmatdmatadd,23,1,1-2048,5,2340.36
dmatdmatadd,26,1,1-2048,5,2100.84
dmatdmatadd,30,1,1-2048,5,2317.97
dmatdmatadd,34,1,1-2048,5,2317.32
dmatdmatadd,39,1,1-2048,5,1378.85
dmatdmatadd,45,1,1-2048,5,1502.3
dmatdmatadd,52,1,1-2048,5,1586.01
dmatdmatadd,60,1,1-2048,5,1480.89
dmatdmatadd,69,1,1-2048,5,1515.1
dmatdmatadd,79,1,1-2048,5,1571.97
dmatdmatadd,90,1,1-2048,5,1509.11
dmatdmatadd,103,1,1-2048,5,1437.45
dmatdmatadd,118,1,1-2048,5,1288.95
dmatdmatadd,135,1,1-2048,5,1169.85
dmatdmatadd,155,1,1-2048,5,1091.56
dmatdmatadd,176,1,1-2048,5,1066.59
dmatdmatadd,200,1,1-2048,5,610.673
dmatdmatadd,230,1,1-2048,5,669.119
dmatdmatadd,264,1,1-2048,5,727.596
dmatdmatadd,300,1,1-2048,5,777.704
dmatdmatadd,345,1,1-2048,5,815.081
dmatdmatadd,396,1,1-2048,5,872.03
dmatdmatadd,455,1,1-2048,5,904.202
dmatdmatadd,523,1,1-2048,5,935.496
dmatdmatadd,600,1,1-2048,5,954.462
dmatdmatadd,690,1,1-2048,5,944.773
dmatdmatadd,793,1,1-2048,5,877.587
dmatdmatadd,912,1,1-2048,5,693.894
dmatdmatadd,1048,1,1-2048,5,549.003
dmatdmatadd,1200,1,1-2048,5,485.459
dmatdmatadd,1380,1,1-2048,5,474.622
dmatdmatadd,1587,1,1-2048,5,484.986
dmatdmatadd,1825,1,1-2048,5,494.27
dmatdmatadd,2100,1,1-2048,5,494.681
dmatdmatadd,2415,1,1-2048,5,494.212
dmatdmatadd,2777,1,1-2048,5,496.752
dmatdmatadd,3193,1,1-2048,5,498.622
dmatdmatadd,3672,1,1-2048,5,501.138
dmatdmatadd,4222,1,1-2048,5,495.622
dmatdmatadd,4855,1,1-2048,5,502.06
dmatdmatadd,5583,1,1-2048,5,503.767
dmatdmatadd,6420,1,1-2048,5,502.797
dmatdmatadd,7000,1,1-2048,5,502.575
dmatdmatadd,1,1,1-2048,10,87.6869
dmatdmatadd,2,1,1-2048,10,284.178
dmatdmatadd,3,1,1-2048,10,544.318
dmatdmatadd,4,1,1-2048,10,838.968
dmatdmatadd,5,1,1-2048,10,933.591
dmatdmatadd,6,1,1-2048,10,1173.14
dmatdmatadd,7,1,1-2048,10,1413.45
dmatdmatadd,8,1,1-2048,10,1662.81
dmatdmatadd,9,1,1-2048,10,1496.9
dmatdmatadd,10,1,1-2048,10,1683.44
dmatdmatadd,11,1,1-2048,10,1875.06
dmatdmatadd,12,1,1-2048,10,2061.78
dmatdmatadd,13,1,1-2048,10,1552.91
dmatdmatadd,14,1,1-2048,10,1664.41
dmatdmatadd,16,1,1-2048,10,2198.21
dmatdmatadd,18,1,1-2048,10,1910.6
dmatdmatadd,20,1,1-2048,10,2138.51
dmatdmatadd,23,1,1-2048,10,2341.69
dmatdmatadd,26,1,1-2048,10,2120.3
dmatdmatadd,30,1,1-2048,10,2323.76
dmatdmatadd,34,1,1-2048,10,2313.79
dmatdmatadd,39,1,1-2048,10,1383.65
dmatdmatadd,45,1,1-2048,10,1497.9
dmatdmatadd,52,1,1-2048,10,1588.96
dmatdmatadd,60,1,1-2048,10,1479.51
dmatdmatadd,69,1,1-2048,10,1521.26
dmatdmatadd,79,1,1-2048,10,1640.72
dmatdmatadd,90,1,1-2048,10,1569.53
dmatdmatadd,103,1,1-2048,10,1565.83
dmatdmatadd,118,1,1-2048,10,1371.18
dmatdmatadd,135,1,1-2048,10,1101.43
dmatdmatadd,155,1,1-2048,10,1077.95
dmatdmatadd,176,1,1-2048,10,1066.08
dmatdmatadd,200,1,1-2048,10,624.597
dmatdmatadd,230,1,1-2048,10,681.488
dmatdmatadd,264,1,1-2048,10,738.002
dmatdmatadd,300,1,1-2048,10,786.45
dmatdmatadd,345,1,1-2048,10,823.276
dmatdmatadd,396,1,1-2048,10,878.43
dmatdmatadd,455,1,1-2048,10,910.363
dmatdmatadd,523,1,1-2048,10,940.587
dmatdmatadd,600,1,1-2048,10,959.128
dmatdmatadd,690,1,1-2048,10,967.091
dmatdmatadd,793,1,1-2048,10,906.207
dmatdmatadd,912,1,1-2048,10,713.704
dmatdmatadd,1048,1,1-2048,10,548.991
dmatdmatadd,1200,1,1-2048,10,485.668
dmatdmatadd,1380,1,1-2048,10,474.544
dmatdmatadd,1587,1,1-2048,10,484.994
dmatdmatadd,1825,1,1-2048,10,494.003
dmatdmatadd,2100,1,1-2048,10,494.401
dmatdmatadd,2415,1,1-2048,10,493.629
dmatdmatadd,2777,1,1-2048,10,496.037
dmatdmatadd,3193,1,1-2048,10,498.984
dmatdmatadd,3672,1,1-2048,10,501.274
dmatdmatadd,4222,1,1-2048,10,496.209
dmatdmatadd,4855,1,1-2048,10,502.263
dmatdmatadd,5583,1,1-2048,10,503.603
dmatdmatadd,6420,1,1-2048,10,502.833
dmatdmatadd,7000,1,1-2048,10,502.758
dmatdmatadd,1,1,1-2048,15,87.673
dmatdmatadd,2,1,1-2048,15,282.671
dmatdmatadd,3,1,1-2048,15,545.128
dmatdmatadd,4,1,1-2048,15,839.415
dmatdmatadd,5,1,1-2048,15,933.822
dmatdmatadd,6,1,1-2048,15,1173.0
dmatdmatadd,7,1,1-2048,15,1413.63
dmatdmatadd,8,1,1-2048,15,1662.82
dmatdmatadd,9,1,1-2048,15,1496.6
dmatdmatadd,10,1,1-2048,15,1684.16
dmatdmatadd,11,1,1-2048,15,1874.2
dmatdmatadd,12,1,1-2048,15,2061.6
dmatdmatadd,13,1,1-2048,15,1552.98
dmatdmatadd,14,1,1-2048,15,1664.44
dmatdmatadd,16,1,1-2048,15,2198.2
dmatdmatadd,18,1,1-2048,15,1910.61
dmatdmatadd,20,1,1-2048,15,2138.57
dmatdmatadd,23,1,1-2048,15,2342.3
dmatdmatadd,26,1,1-2048,15,2113.88
dmatdmatadd,30,1,1-2048,15,2334.0
dmatdmatadd,34,1,1-2048,15,2317.84
dmatdmatadd,39,1,1-2048,15,1376.34
dmatdmatadd,45,1,1-2048,15,1502.63
dmatdmatadd,52,1,1-2048,15,1587.71
dmatdmatadd,60,1,1-2048,15,1475.65
dmatdmatadd,69,1,1-2048,15,1512.01
dmatdmatadd,79,1,1-2048,15,1570.3
dmatdmatadd,90,1,1-2048,15,1473.71
dmatdmatadd,103,1,1-2048,15,1475.14
dmatdmatadd,118,1,1-2048,15,1331.34
dmatdmatadd,135,1,1-2048,15,1147.2
dmatdmatadd,155,1,1-2048,15,1078.59
dmatdmatadd,176,1,1-2048,15,1067.04
dmatdmatadd,200,1,1-2048,15,618.659
dmatdmatadd,230,1,1-2048,15,675.78
dmatdmatadd,264,1,1-2048,15,731.78
dmatdmatadd,300,1,1-2048,15,783.197
dmatdmatadd,345,1,1-2048,15,819.667
dmatdmatadd,396,1,1-2048,15,876.129
dmatdmatadd,455,1,1-2048,15,908.068
dmatdmatadd,523,1,1-2048,15,938.988
dmatdmatadd,600,1,1-2048,15,957.551
dmatdmatadd,690,1,1-2048,15,962.971
dmatdmatadd,793,1,1-2048,15,891.774
dmatdmatadd,912,1,1-2048,15,696.154
dmatdmatadd,1048,1,1-2048,15,551.301
dmatdmatadd,1200,1,1-2048,15,486.791
dmatdmatadd,1380,1,1-2048,15,475.254
dmatdmatadd,1587,1,1-2048,15,484.722
dmatdmatadd,1825,1,1-2048,15,494.847
dmatdmatadd,2100,1,1-2048,15,494.717
dmatdmatadd,2415,1,1-2048,15,494.112
dmatdmatadd,2777,1,1-2048,15,497.294
dmatdmatadd,3193,1,1-2048,15,499.587
dmatdmatadd,3672,1,1-2048,15,501.699
dmatdmatadd,4222,1,1-2048,15,497.326
dmatdmatadd,4855,1,1-2048,15,503.429
dmatdmatadd,5583,1,1-2048,15,504.561
dmatdmatadd,6420,1,1-2048,15,503.813
dmatdmatadd,7000,1,1-2048,15,503.735
dmatdmatadd,1,1,1-2048,20,87.6737
dmatdmatadd,2,1,1-2048,20,282.905
dmatdmatadd,3,1,1-2048,20,548.637
dmatdmatadd,4,1,1-2048,20,836.902
dmatdmatadd,5,1,1-2048,20,935.654
dmatdmatadd,6,1,1-2048,20,1173.18
dmatdmatadd,7,1,1-2048,20,1183.04
dmatdmatadd,8,1,1-2048,20,1662.77
dmatdmatadd,9,1,1-2048,20,1162.02
dmatdmatadd,10,1,1-2048,20,1678.35
dmatdmatadd,11,1,1-2048,20,1873.86
dmatdmatadd,12,1,1-2048,20,2054.76
dmatdmatadd,13,1,1-2048,20,1476.73
dmatdmatadd,14,1,1-2048,20,1649.08
dmatdmatadd,16,1,1-2048,20,1861.36
dmatdmatadd,18,1,1-2048,20,1894.92
dmatdmatadd,20,1,1-2048,20,2104.64
dmatdmatadd,23,1,1-2048,20,2287.05
dmatdmatadd,26,1,1-2048,20,2123.74
dmatdmatadd,30,1,1-2048,20,2323.52
dmatdmatadd,34,1,1-2048,20,2290.0
dmatdmatadd,39,1,1-2048,20,1485.87
dmatdmatadd,45,1,1-2048,20,1513.12
dmatdmatadd,52,1,1-2048,20,1578.05
dmatdmatadd,60,1,1-2048,20,1473.92
dmatdmatadd,69,1,1-2048,20,1536.25
dmatdmatadd,79,1,1-2048,20,1647.72
dmatdmatadd,90,1,1-2048,20,1502.37
dmatdmatadd,103,1,1-2048,20,1488.12
dmatdmatadd,118,1,1-2048,20,1368.86
dmatdmatadd,135,1,1-2048,20,1104.31
dmatdmatadd,155,1,1-2048,20,1077.86
dmatdmatadd,176,1,1-2048,20,1068.79
dmatdmatadd,200,1,1-2048,20,610.073
dmatdmatadd,230,1,1-2048,20,672.249
dmatdmatadd,264,1,1-2048,20,728.438
dmatdmatadd,300,1,1-2048,20,777.231
dmatdmatadd,345,1,1-2048,20,814.791
dmatdmatadd,396,1,1-2048,20,871.337
dmatdmatadd,455,1,1-2048,20,906.509
dmatdmatadd,523,1,1-2048,20,935.521
dmatdmatadd,600,1,1-2048,20,957.044
dmatdmatadd,690,1,1-2048,20,951.811
dmatdmatadd,793,1,1-2048,20,892.115
dmatdmatadd,912,1,1-2048,20,721.831
dmatdmatadd,1048,1,1-2048,20,554.415
dmatdmatadd,1200,1,1-2048,20,484.868
dmatdmatadd,1380,1,1-2048,20,474.715
dmatdmatadd,1587,1,1-2048,20,485.886
dmatdmatadd,1825,1,1-2048,20,495.185
dmatdmatadd,2100,1,1-2048,20,496.2
dmatdmatadd,2415,1,1-2048,20,494.959
dmatdmatadd,2777,1,1-2048,20,497.494
dmatdmatadd,3193,1,1-2048,20,499.118
dmatdmatadd,3672,1,1-2048,20,501.957
dmatdmatadd,4222,1,1-2048,20,496.679
dmatdmatadd,4855,1,1-2048,20,503.173
dmatdmatadd,5583,1,1-2048,20,504.822
dmatdmatadd,6420,1,1-2048,20,503.925
dmatdmatadd,7000,1,1-2048,20,503.813
dmatdmatadd,1,1,1-4096,1,87.6904
dmatdmatadd,2,1,1-4096,1,283.338
dmatdmatadd,3,1,1-4096,1,544.511
dmatdmatadd,4,1,1-4096,1,840.274
dmatdmatadd,5,1,1-4096,1,933.696
dmatdmatadd,6,1,1-4096,1,1172.95
dmatdmatadd,7,1,1-4096,1,1413.59
dmatdmatadd,8,1,1-4096,1,1662.58
dmatdmatadd,9,1,1-4096,1,1496.99
dmatdmatadd,10,1,1-4096,1,1685.24
dmatdmatadd,11,1,1-4096,1,1874.88
dmatdmatadd,12,1,1-4096,1,2061.47
dmatdmatadd,13,1,1-4096,1,1552.75
dmatdmatadd,14,1,1-4096,1,1664.28
dmatdmatadd,16,1,1-4096,1,2033.31
dmatdmatadd,18,1,1-4096,1,1910.51
dmatdmatadd,20,1,1-4096,1,2138.57
dmatdmatadd,23,1,1-4096,1,2334.96
dmatdmatadd,26,1,1-4096,1,2118.14
dmatdmatadd,30,1,1-4096,1,2319.04
dmatdmatadd,34,1,1-4096,1,2318.55
dmatdmatadd,39,1,1-4096,1,1381.49
dmatdmatadd,45,1,1-4096,1,1498.15
dmatdmatadd,52,1,1-4096,1,1587.48
dmatdmatadd,60,1,1-4096,1,1476.58
dmatdmatadd,69,1,1-4096,1,1518.19
dmatdmatadd,79,1,1-4096,1,1633.3
dmatdmatadd,90,1,1-4096,1,1547.14
dmatdmatadd,103,1,1-4096,1,1456.21
dmatdmatadd,118,1,1-4096,1,1254.87
dmatdmatadd,135,1,1-4096,1,1120.95
dmatdmatadd,155,1,1-4096,1,1080.3
dmatdmatadd,176,1,1-4096,1,1066.34
dmatdmatadd,200,1,1-4096,1,612.818
dmatdmatadd,230,1,1-4096,1,669.933
dmatdmatadd,264,1,1-4096,1,727.963
dmatdmatadd,300,1,1-4096,1,779.214
dmatdmatadd,345,1,1-4096,1,816.931
dmatdmatadd,396,1,1-4096,1,873.12
dmatdmatadd,455,1,1-4096,1,905.578
dmatdmatadd,523,1,1-4096,1,936.54
dmatdmatadd,600,1,1-4096,1,956.201
dmatdmatadd,690,1,1-4096,1,954.996
dmatdmatadd,793,1,1-4096,1,875.604
dmatdmatadd,912,1,1-4096,1,694.753
dmatdmatadd,1048,1,1-4096,1,549.012
dmatdmatadd,1200,1,1-4096,1,486.078
dmatdmatadd,1380,1,1-4096,1,475.095
dmatdmatadd,1587,1,1-4096,1,484.726
dmatdmatadd,1825,1,1-4096,1,494.987
dmatdmatadd,2100,1,1-4096,1,498.111
dmatdmatadd,2415,1,1-4096,1,501.805
dmatdmatadd,2777,1,1-4096,1,503.137
dmatdmatadd,3193,1,1-4096,1,504.4
dmatdmatadd,3672,1,1-4096,1,506.506
dmatdmatadd,4222,1,1-4096,1,501.86
dmatdmatadd,4855,1,1-4096,1,506.432
dmatdmatadd,5583,1,1-4096,1,507.955
dmatdmatadd,6420,1,1-4096,1,509.072
dmatdmatadd,7000,1,1-4096,1,508.014
dmatdmatadd,1,1,1-4096,5,87.6921
dmatdmatadd,2,1,1-4096,5,282.574
dmatdmatadd,3,1,1-4096,5,543.844
dmatdmatadd,4,1,1-4096,5,840.663
dmatdmatadd,5,1,1-4096,5,933.639
dmatdmatadd,6,1,1-4096,5,1172.85
dmatdmatadd,7,1,1-4096,5,1412.89
dmatdmatadd,8,1,1-4096,5,1662.4
dmatdmatadd,9,1,1-4096,5,1496.83
dmatdmatadd,10,1,1-4096,5,1684.47
dmatdmatadd,11,1,1-4096,5,1874.87
dmatdmatadd,12,1,1-4096,5,2061.76
dmatdmatadd,13,1,1-4096,5,1552.85
dmatdmatadd,14,1,1-4096,5,1664.5
dmatdmatadd,16,1,1-4096,5,2198.22
dmatdmatadd,18,1,1-4096,5,1910.59
dmatdmatadd,20,1,1-4096,5,2138.59
dmatdmatadd,23,1,1-4096,5,2341.33
dmatdmatadd,26,1,1-4096,5,2120.85
dmatdmatadd,30,1,1-4096,5,2333.91
dmatdmatadd,34,1,1-4096,5,2319.63
dmatdmatadd,39,1,1-4096,5,1381.47
dmatdmatadd,45,1,1-4096,5,1493.09
dmatdmatadd,52,1,1-4096,5,1583.95
dmatdmatadd,60,1,1-4096,5,1479.87
dmatdmatadd,69,1,1-4096,5,1515.54
dmatdmatadd,79,1,1-4096,5,1629.0
dmatdmatadd,90,1,1-4096,5,1537.68
dmatdmatadd,103,1,1-4096,5,1516.45
dmatdmatadd,118,1,1-4096,5,1358.34
dmatdmatadd,135,1,1-4096,5,1125.43
dmatdmatadd,155,1,1-4096,5,1077.57
dmatdmatadd,176,1,1-4096,5,1067.0
dmatdmatadd,200,1,1-4096,5,613.181
dmatdmatadd,230,1,1-4096,5,670.361
dmatdmatadd,264,1,1-4096,5,729.274
dmatdmatadd,300,1,1-4096,5,779.517
dmatdmatadd,345,1,1-4096,5,816.937
dmatdmatadd,396,1,1-4096,5,873.354
dmatdmatadd,455,1,1-4096,5,906.131
dmatdmatadd,523,1,1-4096,5,937.349
dmatdmatadd,600,1,1-4096,5,955.953
dmatdmatadd,690,1,1-4096,5,958.833
dmatdmatadd,793,1,1-4096,5,890.644
dmatdmatadd,912,1,1-4096,5,710.641
dmatdmatadd,1048,1,1-4096,5,559.49
dmatdmatadd,1200,1,1-4096,5,485.38
dmatdmatadd,1380,1,1-4096,5,474.937
dmatdmatadd,1587,1,1-4096,5,484.595
dmatdmatadd,1825,1,1-4096,5,495.824
dmatdmatadd,2100,1,1-4096,5,498.32
dmatdmatadd,2415,1,1-4096,5,500.869
dmatdmatadd,2777,1,1-4096,5,503.194
dmatdmatadd,3193,1,1-4096,5,504.357
dmatdmatadd,3672,1,1-4096,5,506.403
dmatdmatadd,4222,1,1-4096,5,502.047
dmatdmatadd,4855,1,1-4096,5,506.789
dmatdmatadd,5583,1,1-4096,5,507.788
dmatdmatadd,6420,1,1-4096,5,509.17
dmatdmatadd,7000,1,1-4096,5,508.175
dmatdmatadd,1,1,1-4096,10,87.6903
dmatdmatadd,2,1,1-4096,10,281.782
dmatdmatadd,3,1,1-4096,10,542.466
dmatdmatadd,4,1,1-4096,10,842.81
dmatdmatadd,5,1,1-4096,10,933.647
dmatdmatadd,6,1,1-4096,10,1172.96
dmatdmatadd,7,1,1-4096,10,1414.14
dmatdmatadd,8,1,1-4096,10,1663.01
dmatdmatadd,9,1,1-4096,10,1497.21
dmatdmatadd,10,1,1-4096,10,1685.38
dmatdmatadd,11,1,1-4096,10,1875.37
dmatdmatadd,12,1,1-4096,10,2061.45
dmatdmatadd,13,1,1-4096,10,1552.76
dmatdmatadd,14,1,1-4096,10,1664.21
dmatdmatadd,16,1,1-4096,10,2106.77
dmatdmatadd,18,1,1-4096,10,1910.63
dmatdmatadd,20,1,1-4096,10,2134.32
dmatdmatadd,23,1,1-4096,10,2341.16
dmatdmatadd,26,1,1-4096,10,2115.74
dmatdmatadd,30,1,1-4096,10,2334.23
dmatdmatadd,34,1,1-4096,10,2316.26
dmatdmatadd,39,1,1-4096,10,1375.11
dmatdmatadd,45,1,1-4096,10,1501.29
dmatdmatadd,52,1,1-4096,10,1589.95
dmatdmatadd,60,1,1-4096,10,1479.25
dmatdmatadd,69,1,1-4096,10,1507.87
dmatdmatadd,79,1,1-4096,10,1628.67
dmatdmatadd,90,1,1-4096,10,1518.28
dmatdmatadd,103,1,1-4096,10,1501.53
dmatdmatadd,118,1,1-4096,10,1345.09
dmatdmatadd,135,1,1-4096,10,1179.61
dmatdmatadd,155,1,1-4096,10,1086.74
dmatdmatadd,176,1,1-4096,10,1066.33
dmatdmatadd,200,1,1-4096,10,620.199
dmatdmatadd,230,1,1-4096,10,676.917
dmatdmatadd,264,1,1-4096,10,733.849
dmatdmatadd,300,1,1-4096,10,785.343
dmatdmatadd,345,1,1-4096,10,820.891
dmatdmatadd,396,1,1-4096,10,876.451
dmatdmatadd,455,1,1-4096,10,908.988
dmatdmatadd,523,1,1-4096,10,939.515
dmatdmatadd,600,1,1-4096,10,957.84
dmatdmatadd,690,1,1-4096,10,952.771
dmatdmatadd,793,1,1-4096,10,869.048
dmatdmatadd,912,1,1-4096,10,709.599
dmatdmatadd,1048,1,1-4096,10,556.11
dmatdmatadd,1200,1,1-4096,10,485.489
dmatdmatadd,1380,1,1-4096,10,474.923
dmatdmatadd,1587,1,1-4096,10,485.117
dmatdmatadd,1825,1,1-4096,10,494.49
dmatdmatadd,2100,1,1-4096,10,497.065
dmatdmatadd,2415,1,1-4096,10,500.08
dmatdmatadd,2777,1,1-4096,10,502.053
dmatdmatadd,3193,1,1-4096,10,504.142
dmatdmatadd,3672,1,1-4096,10,506.397
dmatdmatadd,4222,1,1-4096,10,501.784
dmatdmatadd,4855,1,1-4096,10,506.524
dmatdmatadd,5583,1,1-4096,10,507.347
dmatdmatadd,6420,1,1-4096,10,508.584
dmatdmatadd,7000,1,1-4096,10,507.745
dmatdmatadd,1,1,1-4096,15,87.6826
dmatdmatadd,2,1,1-4096,15,284.884
dmatdmatadd,3,1,1-4096,15,543.19
dmatdmatadd,4,1,1-4096,15,842.024
dmatdmatadd,5,1,1-4096,15,933.639
dmatdmatadd,6,1,1-4096,15,1172.99
dmatdmatadd,7,1,1-4096,15,1413.46
dmatdmatadd,8,1,1-4096,15,1662.82
dmatdmatadd,9,1,1-4096,15,1497.04
dmatdmatadd,10,1,1-4096,15,1683.55
dmatdmatadd,11,1,1-4096,15,1873.87
dmatdmatadd,12,1,1-4096,15,2061.46
dmatdmatadd,13,1,1-4096,15,1552.95
dmatdmatadd,14,1,1-4096,15,1664.36
dmatdmatadd,16,1,1-4096,15,2033.4
dmatdmatadd,18,1,1-4096,15,1910.59
dmatdmatadd,20,1,1-4096,15,2138.18
dmatdmatadd,23,1,1-4096,15,2340.56
dmatdmatadd,26,1,1-4096,15,2113.45
dmatdmatadd,30,1,1-4096,15,2323.14
dmatdmatadd,34,1,1-4096,15,2317.32
dmatdmatadd,39,1,1-4096,15,1381.7
dmatdmatadd,45,1,1-4096,15,1495.29
dmatdmatadd,52,1,1-4096,15,1587.2
dmatdmatadd,60,1,1-4096,15,1479.48
dmatdmatadd,69,1,1-4096,15,1515.55
dmatdmatadd,79,1,1-4096,15,1637.72
dmatdmatadd,90,1,1-4096,15,1578.22
dmatdmatadd,103,1,1-4096,15,1560.05
dmatdmatadd,118,1,1-4096,15,1400.59
dmatdmatadd,135,1,1-4096,15,1099.58
dmatdmatadd,155,1,1-4096,15,1077.34
dmatdmatadd,176,1,1-4096,15,1066.04
dmatdmatadd,200,1,1-4096,15,620.599
dmatdmatadd,230,1,1-4096,15,677.027
dmatdmatadd,264,1,1-4096,15,734.681
dmatdmatadd,300,1,1-4096,15,784.967
dmatdmatadd,345,1,1-4096,15,821.507
dmatdmatadd,396,1,1-4096,15,877.352
dmatdmatadd,455,1,1-4096,15,908.638
dmatdmatadd,523,1,1-4096,15,939.608
dmatdmatadd,600,1,1-4096,15,958.311
dmatdmatadd,690,1,1-4096,15,951.003
dmatdmatadd,793,1,1-4096,15,869.618
dmatdmatadd,912,1,1-4096,15,700.814
dmatdmatadd,1048,1,1-4096,15,549.296
dmatdmatadd,1200,1,1-4096,15,485.448
dmatdmatadd,1380,1,1-4096,15,474.303
dmatdmatadd,1587,1,1-4096,15,484.061
dmatdmatadd,1825,1,1-4096,15,493.894
dmatdmatadd,2100,1,1-4096,15,496.832
dmatdmatadd,2415,1,1-4096,15,498.594
dmatdmatadd,2777,1,1-4096,15,501.852
dmatdmatadd,3193,1,1-4096,15,503.872
dmatdmatadd,3672,1,1-4096,15,506.508
dmatdmatadd,4222,1,1-4096,15,501.332
