runtime,node,benchmark,matrix_size,num_threads,block_size_row,block_size_col,num_elements,num_elements_uncomplete,chunk_size,grain_size,num_blocks,num_blocks/chunk_size,num_elements*chunk_size,num_blocks/num_threads,num_blocks/(chunk_size*(num_threads-1)),L1cache,L2cache,L3cache,cache_line,set_associativity,datatype,cost,simd_size,execution_time,num_tasks,mflops
openmp,marvin,dmatdmatadd,1200,8,4,512,2048,704,900,1440000,900,1.0,1843200,112.5,0.14285714285714285,32768,262144,20971520,8,512,8,691200.0,4,3231.0757687267765,1.0,445.672
openmp,marvin,dmatdmatadd,1380,8,4,512,2048,1424,1035,1904400,1035,1.0,2119680,129.375,0.14285714285714285,32768,262144,20971520,8,512,8,794880.0,4,4478.475380613968,1.0,425.234
openmp,marvin,dmatdmatadd,1587,8,4,512,2048,204,1588,2520156,1588,1.0,3252224,198.5,0.14285714285714285,32768,262144,20971520,8,512,8,1219584.0,4,5947.62165323874,1.0,423.992
openmp,marvin,dmatdmatadd,200,8,4,64,256,32,1,256,200,200.0,256,25.0,28.571428571428573,32768,262144,20971520,8,512,8,96.0,4,32.800328003280036,200.0,1219.5
openmp,marvin,dmatdmatadd,230,8,4,64,256,152,1,256,232,232.0,256,29.0,33.142857142857146,32768,262144,20971520,8,512,8,96.0,4,40.89720989605495,232.0,1316.08
openmp,marvin,dmatdmatadd,264,8,4,64,256,32,1,256,330,330.0,256,41.25,47.142857142857146,32768,262144,20971520,8,512,8,96.0,4,50.67399555032063,330.0,1375.38
openmp,marvin,dmatdmatadd,300,8,4,64,256,176,1,256,375,375.0,256,46.875,53.57142857142857,32768,262144,20971520,8,512,8,96.0,4,56.05346254694478,375.0,1605.61
openmp,marvin,dmatdmatadd,345,8,4,64,256,100,1,256,522,522.0,256,65.25,74.57142857142857,32768,262144,20971520,8,512,8,96.0,4,73.8092480969301,522.0,1640.77
openmp,marvin,dmatdmatadd,396,8,4,64,256,48,1,256,693,693.0,256,86.625,99.0,32768,262144,20971520,8,512,8,96.0,4,92.08815601712382,693.0,1702.89
openmp,marvin,dmatdmatadd,455,8,4,64,256,28,1,256,912,912.0,256,114.0,130.28571428571428,32768,262144,20971520,8,512,8,96.0,4,123.95071442622366,912.0,1677.57
openmp,marvin,dmatdmatadd,523,8,4,64,256,44,1,256,1179,1179.0,256,147.375,168.42857142857142,32768,262144,20971520,8,512,8,96.0,4,150.92730011103416,1179.0,1819.26
openmp,marvin,dmatdmatadd,600,8,4,64,256,96,1,256,1500,1500.0,256,187.5,214.28571428571428,32768,262144,20971520,8,512,8,96.0,4,202.65705922089617,1500.0,1776.4
openmp,marvin,dmatdmatadd,690,8,4,64,256,200,1,256,1903,1903.0,256,237.875,271.85714285714283,32768,262144,20971520,8,512,8,96.0,4,244.4555617948849,1903.0,1958.9
openmp,marvin,dmatdmatadd,793,8,4,64,256,100,1,256,2587,2587.0,256,323.375,369.57142857142856,32768,262144,20971520,8,512,8,96.0,4,335.59280739387196,2587.0,1888.05
openmp,marvin,dmatdmatadd,912,8,4,64,256,64,1,256,3420,3420.0,256,427.5,488.57142857142856,32768,262144,20971520,8,512,8,96.0,4,486.1412932299186,3420.0,1710.91
openmp,marvin,dmatdmatadd,1048,8,4,64,256,96,1,256,4454,4454.0,256,556.75,636.2857142857143,32768,262144,20971520,8,512,8,96.0,4,779.0771413371165,4454.0,1409.75
openmp,marvin,dmatdmatadd,1200,8,4,64,256,192,1,256,5700,5700.0,256,712.5,814.2857142857143,32768,262144,20971520,8,512,8,96.0,4,1319.9021072603782,5700.0,1090.99
openmp,marvin,dmatdmatadd,1380,8,4,64,256,144,1,256,7590,7590.0,256,948.75,1084.2857142857142,32768,262144,20971520,8,512,8,96.0,4,2278.24114615484,7590.0,835.908
openmp,marvin,dmatdmatadd,1587,8,4,64,256,204,1,256,9925,9925.0,256,1240.625,1417.857142857143,32768,262144,20971520,8,512,8,96.0,4,6617.7432306892915,9925.0,381.058
openmp,marvin,dmatdmatadd,200,8,4,64,256,32,2,512,200,100.0,512,25.0,14.285714285714286,32768,262144,20971520,8,512,8,192.0,4,23.30785008390826,100.0,1716.16
openmp,marvin,dmatdmatadd,230,8,4,64,256,152,2,512,232,116.0,512,29.0,16.571428571428573,32768,262144,20971520,8,512,8,192.0,4,27.056073591876746,116.0,1989.35
openmp,marvin,dmatdmatadd,264,8,4,64,256,32,2,512,330,165.0,512,41.25,23.571428571428573,32768,262144,20971520,8,512,8,192.0,4,36.701808339213684,165.0,1898.98
openmp,marvin,dmatdmatadd,300,8,4,64,256,176,2,512,375,187.5,512,46.875,26.785714285714285,32768,262144,20971520,8,512,8,192.0,4,43.81395620551667,188.0,2054.14
openmp,marvin,dmatdmatadd,345,8,4,64,256,100,2,512,522,261.0,512,65.25,37.285714285714285,32768,262144,20971520,8,512,8,192.0,4,56.90255465706889,261.0,2128.27
openmp,marvin,dmatdmatadd,396,8,4,64,256,48,2,512,693,346.5,512,86.625,49.5,32768,262144,20971520,8,512,8,192.0,4,74.80109137394821,347.0,2096.44
openmp,marvin,dmatdmatadd,455,8,4,64,256,28,2,512,912,456.0,512,114.0,65.14285714285714,32768,262144,20971520,8,512,8,192.0,4,106.09683295320609,456.0,1959.87
openmp,marvin,dmatdmatadd,523,8,4,64,256,44,2,512,1179,589.5,512,147.375,84.21428571428571,32768,262144,20971520,8,512,8,192.0,4,127.9716629381059,590.0,2145.6
openmp,marvin,dmatdmatadd,600,8,4,64,256,96,2,512,1500,750.0,512,187.5,107.14285714285714,32768,262144,20971520,8,512,8,192.0,4,179.4088478463463,750.0,2006.59
openmp,marvin,dmatdmatadd,690,8,4,64,256,200,2,512,1903,951.5,512,237.875,135.92857142857142,32768,262144,20971520,8,512,8,192.0,4,213.23881068901485,952.0,2245.67
openmp,marvin,dmatdmatadd,793,8,4,64,256,100,2,512,2587,1293.5,512,323.375,184.78571428571428,32768,262144,20971520,8,512,8,192.0,4,294.9328318608786,1294.0,2148.34
openmp,marvin,dmatdmatadd,912,8,4,64,256,64,2,512,3420,1710.0,512,427.5,244.28571428571428,32768,262144,20971520,8,512,8,192.0,4,464.614731479516,1710.0,1790.18
openmp,marvin,dmatdmatadd,1048,8,4,64,256,96,2,512,4454,2227.0,512,556.75,318.14285714285717,32768,262144,20971520,8,512,8,192.0,4,811.1790599426866,2227.0,1353.96
openmp,marvin,dmatdmatadd,1200,8,4,64,256,192,2,512,5700,2850.0,512,712.5,407.14285714285717,32768,262144,20971520,8,512,8,192.0,4,1507.2962559389043,2850.0,955.353
openmp,marvin,dmatdmatadd,1380,8,4,64,256,144,2,512,7590,3795.0,512,948.75,542.1428571428571,32768,262144,20971520,8,512,8,192.0,4,2345.1613499085656,3795.0,812.055
openmp,marvin,dmatdmatadd,1587,8,4,64,256,204,2,512,9925,4962.5,512,1240.625,708.9285714285714,32768,262144,20971520,8,512,8,192.0,4,8801.284378053888,4963.0,286.52
openmp,marvin,dmatdmatadd,200,8,4,64,256,32,3,768,200,66.66666666666667,768,25.0,9.523809523809524,32768,262144,20971520,8,512,8,288.0,4,19.411633391891762,67.0,2060.62
openmp,marvin,dmatdmatadd,230,8,4,64,256,152,3,768,232,77.33333333333333,768,29.0,11.047619047619047,32768,262144,20971520,8,512,8,288.0,4,23.96310081384788,78.0,2246.12
openmp,marvin,dmatdmatadd,264,8,4,64,256,32,3,768,330,110.0,768,41.25,15.714285714285714,32768,262144,20971520,8,512,8,288.0,4,31.581666175770895,110.0,2206.85
openmp,marvin,dmatdmatadd,300,8,4,64,256,176,3,768,375,125.0,768,46.875,17.857142857142858,32768,262144,20971520,8,512,8,288.0,4,38.32445483462998,125.0,2348.37
openmp,marvin,dmatdmatadd,345,8,4,64,256,100,3,768,522,174.0,768,65.25,24.857142857142858,32768,262144,20971520,8,512,8,288.0,4,48.55794483582664,174.0,2494.01
openmp,marvin,dmatdmatadd,396,8,4,64,256,48,3,768,693,231.0,768,86.625,33.0,32768,262144,20971520,8,512,8,288.0,4,64.11198829094388,231.0,2445.97
openmp,marvin,dmatdmatadd,455,8,4,64,256,28,3,768,912,304.0,768,114.0,43.42857142857143,32768,262144,20971520,8,512,8,288.0,4,87.66531895966577,304.0,2371.93
openmp,marvin,dmatdmatadd,523,8,4,64,256,44,3,768,1179,393.0,768,147.375,56.142857142857146,32768,262144,20971520,8,512,8,288.0,4,106.99586553036946,393.0,2566.23
openmp,marvin,dmatdmatadd,600,8,4,64,256,96,3,768,1500,500.0,768,187.5,71.42857142857143,32768,262144,20971520,8,512,8,288.0,4,150.49600976551883,500.0,2392.09
openmp,marvin,dmatdmatadd,690,8,4,64,256,200,3,768,1903,634.3333333333334,768,237.875,90.61904761904762,32768,262144,20971520,8,512,8,288.0,4,188.89353477180387,635.0,2535.1
openmp,marvin,dmatdmatadd,793,8,4,64,256,100,3,768,2587,862.3333333333334,768,323.375,123.19047619047619,32768,262144,20971520,8,512,8,288.0,4,251.75660963612233,863.0,2516.78
openmp,marvin,dmatdmatadd,912,8,4,64,256,64,3,768,3420,1140.0,768,427.5,162.85714285714286,32768,262144,20971520,8,512,8,288.0,4,382.9480420820001,1140.0,2171.95
openmp,marvin,dmatdmatadd,1048,8,4,64,256,96,3,768,4454,1484.6666666666667,768,556.75,212.0952380952381,32768,262144,20971520,8,512,8,288.0,4,695.4152024567069,1485.0,1579.35
openmp,marvin,dmatdmatadd,1200,8,4,64,256,192,3,768,5700,1900.0,768,712.5,271.42857142857144,32768,262144,20971520,8,512,8,288.0,4,1298.5139229548406,1900.0,1108.96
openmp,marvin,dmatdmatadd,1380,8,4,64,256,144,3,768,7590,2530.0,768,948.75,361.42857142857144,32768,262144,20971520,8,512,8,288.0,4,2118.4479843374565,2530.0,898.96
openmp,marvin,dmatdmatadd,1587,8,4,64,256,204,3,768,9925,3308.3333333333335,768,1240.625,472.6190476190476,32768,262144,20971520,8,512,8,288.0,4,3243.7803009741333,3309.0,777.409
openmp,marvin,dmatdmatadd,200,8,4,64,256,32,4,800,200,50.0,1024,25.0,7.142857142857143,32768,262144,20971520,8,512,8,384.0,4,14.64209235499753,50.0,2731.85
openmp,marvin,dmatdmatadd,230,8,4,64,256,152,4,920,232,58.0,1024,29.0,8.285714285714286,32768,262144,20971520,8,512,8,384.0,4,18.67637312495446,58.0,2881.93
openmp,marvin,dmatdmatadd,264,8,4,64,256,32,4,1024,330,82.5,1024,41.25,11.785714285714286,32768,262144,20971520,8,512,8,384.0,4,28.760187343966,83.0,2423.35
openmp,marvin,dmatdmatadd,300,8,4,64,256,176,4,1024,375,93.75,1024,46.875,13.392857142857142,32768,262144,20971520,8,512,8,384.0,4,35.21168088827334,94.0,2555.97
openmp,marvin,dmatdmatadd,345,8,4,64,256,100,4,1024,522,130.5,1024,65.25,18.642857142857142,32768,262144,20971520,8,512,8,384.0,4,46.14434969479436,131.0,2624.46
openmp,marvin,dmatdmatadd,396,8,4,64,256,48,4,1024,693,173.25,1024,86.625,24.75,32768,262144,20971520,8,512,8,384.0,4,59.91701117980147,174.0,2617.22
openmp,marvin,dmatdmatadd,455,8,4,64,256,28,4,1024,912,228.0,1024,114.0,32.57142857142857,32768,262144,20971520,8,512,8,384.0,4,76.25278243299242,228.0,2726.93
openmp,marvin,dmatdmatadd,523,8,4,64,256,44,4,1024,1179,294.75,1024,147.375,42.107142857142854,32768,262144,20971520,8,512,8,384.0,4,100.99607162299351,295.0,2718.68
openmp,marvin,dmatdmatadd,600,8,4,64,256,96,4,1024,1500,375.0,1024,187.5,53.57142857142857,32768,262144,20971520,8,512,8,384.0,4,136.25525150448507,375.0,2642.1
openmp,marvin,dmatdmatadd,690,8,4,64,256,200,4,1024,1903,475.75,1024,237.875,67.96428571428571,32768,262144,20971520,8,512,8,384.0,4,174.8419038717121,476.0,2738.84
openmp,marvin,dmatdmatadd,793,8,4,64,256,100,4,1024,2587,646.75,1024,323.375,92.39285714285714,32768,262144,20971520,8,512,8,384.0,4,230.597843294962,647.0,2747.71
openmp,marvin,dmatdmatadd,912,8,4,64,256,64,4,1024,3420,855.0,1024,427.5,122.14285714285714,32768,262144,20971520,8,512,8,384.0,4,346.3536309615521,855.0,2401.43
openmp,marvin,dmatdmatadd,1048,8,4,64,256,96,4,1024,4454,1113.5,1024,556.75,159.07142857142858,32768,262144,20971520,8,512,8,384.0,4,635.53742441339,1114.0,1728.15
openmp,marvin,dmatdmatadd,1200,8,4,64,256,192,4,1024,5700,1425.0,1024,712.5,203.57142857142858,32768,262144,20971520,8,512,8,384.0,4,1198.0730990989491,1425.0,1201.93
openmp,marvin,dmatdmatadd,1380,8,4,64,256,144,4,1024,7590,1897.5,1024,948.75,271.07142857142856,32768,262144,20971520,8,512,8,384.0,4,1988.0014238783565,1898.0,957.947
openmp,marvin,dmatdmatadd,1587,8,4,64,256,204,4,1024,9925,2481.25,1024,1240.625,354.4642857142857,32768,262144,20971520,8,512,8,384.0,4,2841.4465129590776,2482.0,887.486
openmp,marvin,dmatdmatadd,200,8,4,64,256,32,5,1056,200,40.0,1280,25.0,5.714285714285714,32768,262144,20971520,8,512,8,480.0,4,16.28213686764251,40.0,2456.68
openmp,marvin,dmatdmatadd,230,8,4,64,256,152,5,1176,232,46.4,1280,29.0,6.628571428571429,32768,262144,20971520,8,512,8,480.0,4,20.561011853600583,47.0,2617.77
openmp,marvin,dmatdmatadd,264,8,4,64,256,32,5,1056,330,66.0,1280,41.25,9.428571428571429,32768,262144,20971520,8,512,8,480.0,4,23.37450657508611,66.0,2981.71
openmp,marvin,dmatdmatadd,300,8,4,64,256,176,5,1200,375,75.0,1280,46.875,10.714285714285714,32768,262144,20971520,8,512,8,480.0,4,29.16869227029655,75.0,3085.5
openmp,marvin,dmatdmatadd,345,8,4,64,256,100,5,1280,522,104.4,1280,65.25,14.914285714285715,32768,262144,20971520,8,512,8,480.0,4,44.489998346834184,105.0,2722.05
openmp,marvin,dmatdmatadd,396,8,4,64,256,48,5,1280,693,138.6,1280,86.625,19.8,32768,262144,20971520,8,512,8,480.0,4,57.102074108599396,139.0,2746.24
openmp,marvin,dmatdmatadd,455,8,4,64,256,28,5,1280,912,182.4,1280,114.0,26.057142857142857,32768,262144,20971520,8,512,8,480.0,4,76.64600028013889,183.0,2712.94
openmp,marvin,dmatdmatadd,523,8,4,64,256,44,5,1280,1179,235.8,1280,147.375,33.68571428571428,32768,262144,20971520,8,512,8,480.0,4,96.38270014497282,236.0,2848.81
openmp,marvin,dmatdmatadd,600,8,4,64,256,96,5,1280,1500,300.0,1280,187.5,42.857142857142854,32768,262144,20971520,8,512,8,480.0,4,121.73842470478432,300.0,2957.16
openmp,marvin,dmatdmatadd,690,8,4,64,256,200,5,1280,1903,380.6,1280,237.875,54.371428571428574,32768,262144,20971520,8,512,8,480.0,4,167.12584066534276,381.0,2865.29
openmp,marvin,dmatdmatadd,793,8,4,64,256,100,5,1280,2587,517.4,1280,323.375,73.91428571428571,32768,262144,20971520,8,512,8,480.0,4,219.9727124075225,518.0,2880.43
openmp,marvin,dmatdmatadd,912,8,4,64,256,64,5,1280,3420,684.0,1280,427.5,97.71428571428571,32768,262144,20971520,8,512,8,480.0,4,331.54514906186097,684.0,2508.69
openmp,marvin,dmatdmatadd,1048,8,4,64,256,96,5,1280,4454,890.8,1280,556.75,127.25714285714285,32768,262144,20971520,8,512,8,480.0,4,612.390505556268,891.0,1793.47
openmp,marvin,dmatdmatadd,1200,8,4,64,256,192,5,1280,5700,1140.0,1280,712.5,162.85714285714286,32768,262144,20971520,8,512,8,480.0,4,1129.0929619872038,1140.0,1275.36
openmp,marvin,dmatdmatadd,1380,8,4,64,256,144,5,1280,7590,1518.0,1280,948.75,216.85714285714286,32768,262144,20971520,8,512,8,480.0,4,1901.0541447053185,1518.0,1001.76
openmp,marvin,dmatdmatadd,1587,8,4,64,256,204,5,1280,9925,1985.0,1280,1240.625,283.57142857142856,32768,262144,20971520,8,512,8,480.0,4,3102.279828951318,1985.0,812.868
openmp,marvin,dmatdmatadd,200,8,4,64,256,32,6,1312,200,33.333333333333336,1536,25.0,4.761904761904762,32768,262144,20971520,8,512,8,576.0,4,14.944220696251243,34.0,2676.62
openmp,marvin,dmatdmatadd,230,8,4,64,256,152,6,1432,232,38.666666666666664,1536,29.0,5.523809523809524,32768,262144,20971520,8,512,8,576.0,4,18.892309204314515,39.0,2848.99
openmp,marvin,dmatdmatadd,264,8,4,64,256,32,6,1312,330,55.0,1536,41.25,7.857142857142857,32768,262144,20971520,8,512,8,576.0,4,26.113542353575923,55.0,2668.96
openmp,marvin,dmatdmatadd,300,8,4,64,256,176,6,1456,375,62.5,1536,46.875,8.928571428571429,32768,262144,20971520,8,512,8,576.0,4,32.179058583763876,63.0,2796.85
openmp,marvin,dmatdmatadd,345,8,4,64,256,100,6,1380,522,87.0,1536,65.25,12.428571428571429,32768,262144,20971520,8,512,8,576.0,4,37.780301234136545,87.0,3205.48
openmp,marvin,dmatdmatadd,396,8,4,64,256,48,6,1536,693,115.5,1536,86.625,16.5,32768,262144,20971520,8,512,8,576.0,4,54.53198732817048,116.0,2875.67
openmp,marvin,dmatdmatadd,455,8,4,64,256,28,6,1536,912,152.0,1536,114.0,21.714285714285715,32768,262144,20971520,8,512,8,576.0,4,73.78431316887615,152.0,2818.16
openmp,marvin,dmatdmatadd,523,8,4,64,256,44,6,1536,1179,196.5,1536,147.375,28.071428571428573,32768,262144,20971520,8,512,8,576.0,4,91.427810335642,197.0,3003.2
openmp,marvin,dmatdmatadd,600,8,4,64,256,96,6,1536,1500,250.0,1536,187.5,35.714285714285715,32768,262144,20971520,8,512,8,576.0,4,123.65779765462376,250.0,2911.26
openmp,marvin,dmatdmatadd,690,8,4,64,256,200,6,1536,1903,317.1666666666667,1536,237.875,45.30952380952381,32768,262144,20971520,8,512,8,576.0,4,159.16241503664435,318.0,3008.65
openmp,marvin,dmatdmatadd,793,8,4,64,256,100,6,1536,2587,431.1666666666667,1536,323.375,61.595238095238095,32768,262144,20971520,8,512,8,576.0,4,214.16509494547986,432.0,2958.54
openmp,marvin,dmatdmatadd,912,8,4,64,256,64,6,1536,3420,570.0,1536,427.5,81.42857142857143,32768,262144,20971520,8,512,8,576.0,4,329.5797753254215,570.0,2523.65
openmp,marvin,dmatdmatadd,1048,8,4,64,256,96,6,1536,4454,742.3333333333334,1536,556.75,106.04761904761905,32768,262144,20971520,8,512,8,576.0,4,586.3281354267319,743.0,1873.19
openmp,marvin,dmatdmatadd,1200,8,4,64,256,192,6,1536,5700,950.0,1536,712.5,135.71428571428572,32768,262144,20971520,8,512,8,576.0,4,1093.1367711472624,950.0,1317.31
openmp,marvin,dmatdmatadd,1380,8,4,64,256,144,6,1536,7590,1265.0,1536,948.75,180.71428571428572,32768,262144,20971520,8,512,8,576.0,4,1831.682216023853,1265.0,1039.7
openmp,marvin,dmatdmatadd,1587,8,4,64,256,204,6,1536,9925,1654.1666666666667,1536,1240.625,236.3095238095238,32768,262144,20971520,8,512,8,576.0,4,2993.0187456530357,1655.0,842.542
openmp,marvin,dmatdmatadd,200,8,4,64,256,32,7,1568,200,28.571428571428573,1792,25.0,4.081632653061225,32768,262144,20971520,8,512,8,672.0,4,14.82315970472266,29.0,2698.48
openmp,marvin,dmatdmatadd,230,8,4,64,256,152,7,1688,232,33.142857142857146,1792,29.0,4.73469387755102,32768,262144,20971520,8,512,8,672.0,4,19.38548753651166,34.0,2776.51
openmp,marvin,dmatdmatadd,264,8,4,64,256,32,7,1568,330,47.142857142857146,1792,41.25,6.73469387755102,32768,262144,20971520,8,512,8,672.0,4,24.667221150613177,48.0,2825.45
openmp,marvin,dmatdmatadd,300,8,4,64,256,176,7,1712,375,53.57142857142857,1792,46.875,7.653061224489796,32768,262144,20971520,8,512,8,672.0,4,31.762501191093794,54.0,2833.53
openmp,marvin,dmatdmatadd,345,8,4,64,256,100,7,1636,522,74.57142857142857,1792,65.25,10.653061224489797,32768,262144,20971520,8,512,8,672.0,4,41.30563798219585,75.0,2931.9
openmp,marvin,dmatdmatadd,396,8,4,64,256,48,7,1584,693,99.0,1792,86.625,14.142857142857142,32768,262144,20971520,8,512,8,672.0,4,46.71369334159478,99.0,3356.96
openmp,marvin,dmatdmatadd,455,8,4,64,256,28,7,1792,912,130.28571428571428,1792,114.0,18.612244897959183,32768,262144,20971520,8,512,8,672.0,4,70.3368072821002,131.0,2956.29
openmp,marvin,dmatdmatadd,523,8,4,64,256,44,7,1792,1179,168.42857142857142,1792,147.375,24.06122448979592,32768,262144,20971520,8,512,8,672.0,4,89.7474366140098,169.0,3059.43
openmp,marvin,dmatdmatadd,600,8,4,64,256,96,7,1792,1500,214.28571428571428,1792,187.5,30.612244897959183,32768,262144,20971520,8,512,8,672.0,4,120.72798977836354,215.0,2981.91
openmp,marvin,dmatdmatadd,690,8,4,64,256,200,7,1792,1903,271.85714285714283,1792,237.875,38.83673469387755,32768,262144,20971520,8,512,8,672.0,4,154.23841272908817,272.0,3104.7
openmp,marvin,dmatdmatadd,793,8,4,64,256,100,7,1792,2587,369.57142857142856,1792,323.375,52.795918367346935,32768,262144,20971520,8,512,8,672.0,4,207.8608522210959,370.0,3048.27
openmp,marvin,dmatdmatadd,912,8,4,64,256,64,7,1792,3420,488.57142857142856,1792,427.5,69.79591836734694,32768,262144,20971520,8,512,8,672.0,4,309.28474481732826,489.0,2689.25
openmp,marvin,dmatdmatadd,1048,8,4,64,256,96,7,1792,4454,636.2857142857143,1792,556.75,90.89795918367346,32768,262144,20971520,8,512,8,672.0,4,572.6447509059152,637.0,1917.95
openmp,marvin,dmatdmatadd,1200,8,4,64,256,192,7,1792,5700,814.2857142857143,1792,712.5,116.3265306122449,32768,262144,20971520,8,512,8,672.0,4,1054.4892683748417,815.0,1365.59
openmp,marvin,dmatdmatadd,1380,8,4,64,256,144,7,1792,7590,1084.2857142857142,1792,948.75,154.89795918367346,32768,262144,20971520,8,512,8,672.0,4,1792.5283082802307,1085.0,1062.41
openmp,marvin,dmatdmatadd,1587,8,4,64,256,204,7,1792,9925,1417.857142857143,1792,1240.625,202.55102040816325,32768,262144,20971520,8,512,8,672.0,4,2981.5214396937304,1418.0,845.791
openmp,marvin,dmatdmatadd,200,8,4,64,256,32,8,1600,200,25.0,2048,25.0,3.5714285714285716,32768,262144,20971520,8,512,8,768.0,4,13.84902485553736,25.0,2888.29
openmp,marvin,dmatdmatadd,230,8,4,64,256,152,8,1840,232,29.0,2048,29.0,4.142857142857143,32768,262144,20971520,8,512,8,768.0,4,17.283910972958566,29.0,3114.11
openmp,marvin,dmatdmatadd,264,8,4,64,256,32,8,1824,330,41.25,2048,41.25,5.892857142857143,32768,262144,20971520,8,512,8,768.0,4,24.667308454612378,42.0,2825.44
openmp,marvin,dmatdmatadd,300,8,4,64,256,176,8,1968,375,46.875,2048,46.875,6.696428571428571,32768,262144,20971520,8,512,8,768.0,4,30.634022144994233,47.0,2937.91
openmp,marvin,dmatdmatadd,345,8,4,64,256,100,8,1892,522,65.25,2048,65.25,9.321428571428571,32768,262144,20971520,8,512,8,768.0,4,39.67526978947575,66.0,3052.38
openmp,marvin,dmatdmatadd,396,8,4,64,256,48,8,1840,693,86.625,2048,86.625,12.375,32768,262144,20971520,8,512,8,768.0,4,51.856799888889626,87.0,3024.02
openmp,marvin,dmatdmatadd,455,8,4,64,256,28,8,1820,912,114.0,2048,114.0,16.285714285714285,32768,262144,20971520,8,512,8,768.0,4,60.34511779626093,114.0,3445.78
openmp,marvin,dmatdmatadd,523,8,4,64,256,44,8,2048,1179,147.375,2048,147.375,21.053571428571427,32768,262144,20971520,8,512,8,768.0,4,86.27872411961928,148.0,3182.43
openmp,marvin,dmatdmatadd,600,8,4,64,256,96,8,2048,1500,187.5,2048,187.5,26.785714285714285,32768,262144,20971520,8,512,8,768.0,4,117.53451760242645,188.0,3062.93
openmp,marvin,dmatdmatadd,690,8,4,64,256,200,8,2048,1903,237.875,2048,237.875,33.982142857142854,32768,262144,20971520,8,512,8,768.0,4,150.94120762044054,238.0,3172.52
openmp,marvin,dmatdmatadd,793,8,4,64,256,100,8,2048,2587,323.375,2048,323.375,46.19642857142857,32768,262144,20971520,8,512,8,768.0,4,203.4093316811023,324.0,3114.98
openmp,marvin,dmatdmatadd,912,8,4,64,256,64,8,2048,3420,427.5,2048,427.5,61.07142857142857,32768,262144,20971520,8,512,8,768.0,4,308.4897892573938,428.0,2696.18
openmp,marvin,dmatdmatadd,1048,8,4,64,256,96,8,2048,4454,556.75,2048,556.75,79.53571428571429,32768,262144,20971520,8,512,8,768.0,4,547.626859197136,557.0,2005.57
openmp,marvin,dmatdmatadd,1200,8,4,64,256,192,8,2048,5700,712.5,2048,712.5,101.78571428571429,32768,262144,20971520,8,512,8,768.0,4,1020.683007045548,713.0,1410.82
openmp,marvin,dmatdmatadd,1380,8,4,64,256,144,8,2048,7590,948.75,2048,948.75,135.53571428571428,32768,262144,20971520,8,512,8,768.0,4,1809.0624109432886,949.0,1052.7
openmp,marvin,dmatdmatadd,1587,8,4,64,256,204,8,2048,9925,1240.625,2048,1240.625,177.23214285714286,32768,262144,20971520,8,512,8,768.0,4,2753.9426767938758,1241.0,915.685
openmp,marvin,dmatdmatadd,200,8,4,64,256,32,9,1856,200,22.22222222222222,2304,25.0,3.1746031746031744,32768,262144,20971520,8,512,8,864.0,4,14.214944170806769,23.0,2813.94
openmp,marvin,dmatdmatadd,230,8,4,64,256,152,9,2096,232,25.77777777777778,2304,29.0,3.6825396825396823,32768,262144,20971520,8,512,8,864.0,4,18.468105255573132,26.0,2914.43
openmp,marvin,dmatdmatadd,264,8,4,64,256,32,9,2080,330,36.666666666666664,2304,41.25,5.238095238095238,32768,262144,20971520,8,512,8,864.0,4,23.84791207587972,37.0,2922.52
openmp,marvin,dmatdmatadd,300,8,4,64,256,176,9,2224,375,41.666666666666664,2304,46.875,5.9523809523809526,32768,262144,20971520,8,512,8,864.0,4,29.410899679421192,42.0,3060.09
openmp,marvin,dmatdmatadd,345,8,4,64,256,100,9,2148,522,58.0,2304,65.25,8.285714285714286,32768,262144,20971520,8,512,8,864.0,4,37.94710141975754,58.0,3191.39
openmp,marvin,dmatdmatadd,396,8,4,64,256,48,9,2096,693,77.0,2304,86.625,11.0,32768,262144,20971520,8,512,8,864.0,4,50.993590681611984,77.0,3075.21
openmp,marvin,dmatdmatadd,455,8,4,64,256,28,9,2076,912,101.33333333333333,2304,114.0,14.476190476190476,32768,262144,20971520,8,512,8,864.0,4,67.17928173582663,102.0,3095.24
openmp,marvin,dmatdmatadd,523,8,4,64,256,44,9,2092,1179,131.0,2304,147.375,18.714285714285715,32768,262144,20971520,8,512,8,864.0,4,76.18730507552803,131.0,3603.96
openmp,marvin,dmatdmatadd,600,8,4,64,256,96,9,2304,1500,166.66666666666666,2304,187.5,23.80952380952381,32768,262144,20971520,8,512,8,864.0,4,114.79701655309204,167.0,3135.97
openmp,marvin,dmatdmatadd,690,8,4,64,256,200,9,2304,1903,211.44444444444446,2304,237.875,30.206349206349206,32768,262144,20971520,8,512,8,864.0,4,148.37868069692718,212.0,3227.31
openmp,marvin,dmatdmatadd,793,8,4,64,256,100,9,2304,2587,287.44444444444446,2304,323.375,41.06349206349206,32768,262144,20971520,8,512,8,864.0,4,201.16070861642007,288.0,3149.8
openmp,marvin,dmatdmatadd,912,8,4,64,256,64,9,2304,3420,380.0,2304,427.5,54.285714285714285,32768,262144,20971520,8,512,8,864.0,4,302.5381744640298,380.0,2749.22
openmp,marvin,dmatdmatadd,1048,8,4,64,256,96,9,2304,4454,494.8888888888889,2304,556.75,70.6984126984127,32768,262144,20971520,8,512,8,864.0,4,538.4001490239909,495.0,2039.94
